ENB_ID,SITE_NAME,NE_NAME,NE_ID,NE_TYPE,NE_VERSION,NODE_CONN_STATE,NODE_OPER_STATE,NODE_ADMIN_SATAE,CELL_ID,CELL_IDENTITY,CELL_USER_LABEL,PCI,CELL_ADMIN_STATE,CELL_OPER_STATE,EARFCN_DL,EARFCN_UL,BAND_ID,BAND_NAME,BANDWIDTH,OUTPUT_POWER,DUPLEX,TX,RX,CELL_PATH_TYPE,PRACH_CONFIG_INDEX,RSI,TAC,EAI,ZCZC,AZIMUTH,HEIGHT,LAT,LONG,RRH_CODE,RRU_SERIAL,RRH_TYPE,MCC,MNC,COLO_NODE_ID,OAM_IP,DSP_INDEX,DSP_CELL_INDEX,GCB_CARD_ID,PRIMARY_CPRI_PORT_ID,UNIT_ID,ADDITIONAL_GCB_CARD_ID,ADDITIONAL_CPRI_PORT_ID,ADDITIONAL_RU_PORT_ID,CBSD_INDEX,GRANT_INDEX,CALL_SIGN,CBSD_CATEGORY,CBSD_MODE,CBRS_FCC_ID,CBRS_USER_ID,CARRIER_ID,SECTOR_ID,CELL_TECH,USM,enb_id,gnb_id,Radio_Port,gnb_available,Radio_Power_State,Radio_Total_Power_W
810994,CO-KARVAL,CO-KARVAL-Q-910994,eNB_810994,macro,v24_B_0-0230,connected,enabled,unlocked,44,207614508,CO-KARVAL-S-810994-44,347,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,66,100,0,14,270,0.00m,N 038:44:05.723,W 103:32:33.792,rf4461d-132,S51V407809,rrh-cell,310,450,NVGNB_510994,10.220.52.243,1,3,2,11,0,,,,,,,,,,,,4,,usm1,810994,510994,0_2_11,,Underpowered,39.81071706
710994,CO-KARVAL,CO-KARVAL-S-710994,eNB_710994,macro,v24_B_0-0230,connected,enabled,unlocked,101,182014565,CO-KARVAL-S-710994-101,347,unlocked,enabled,55940,55940,48,3600mhz,20,150,tdd,64,64,select-64t-all,3,0,110,0,12,-1,0.00m,N 038:44:05.723,W 103:32:33.792,mt6402-481,S518653972,mmu-cell,310,450,NVGNB_620994,10.220.52.242,0,0,2,0,0,2,1,1,0,1,-,cbsd-b,standalone,A3LMT6402-48A,SAS-Viaero-No-PAL,-1,-1,cbrs-lte,usm1,710994,620994,0_2_0,,Underpowered,0.09486833
710994,CO-KARVAL,CO-KARVAL-S-710994,eNB_710994,macro,v24_B_0-0230,connected,enabled,unlocked,105,182014569,CO-KARVAL-S-710994-105,347,unlocked,enabled,56138,56138,48,3600mhz,20,150,tdd,64,64,select-64t-all,3,22,110,0,12,-1,0.00m,N 038:44:05.723,W 103:32:33.792,mt6402-481,S518653972,mmu-cell,310,450,NVGNB_620994,10.220.52.242,0,1,2,0,0,2,1,1,0,2,-,cbsd-b,standalone,A3LMT6402-48A,SAS-Viaero-No-PAL,-1,-1,cbrs-lte,usm1,710994,620994,0_2_0,,Underpowered,0.09486833
710994,CO-KARVAL,CO-KARVAL-S-710994,eNB_710994,macro,v24_B_0-0230,connected,enabled,unlocked,111,182014575,CO-KARVAL-S-710994-111,347,unlocked,enabled,56336,56336,48,3600mhz,20,150,tdd,64,64,select-64t-all,3,44,110,0,12,-1,0.00m,N 038:44:05.723,W 103:32:33.792,mt6402-481,S518653972,mmu-cell,310,450,NVGNB_620994,10.220.52.242,0,2,2,0,0,2,1,1,0,3,-,cbsd-b,standalone,A3LMT6402-48A,SAS-Viaero-No-PAL,-1,-1,cbrs-lte,usm1,710994,620994,0_2_0,,Underpowered,0.09486833
1501,eNB_1501_Viaero_TDD,eNB_1501_Viaero_TDD,eNB_1501,macro,v24_A_0-0100,disconnected,disabled,locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NVGNB_2501,10.220.53.18,,,,,,,,,,,,,,,,,,,usm1,1501,2501,,,,
740549,CO-OTIS,CO-OTIS-TSS4xx-740549,eNB_740549,macro,v24_A_0-0100,disconnected,disabled,unlocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.220.53.34,,,,,,,,,,,,,,,,,,,usm1,740549,,,,,
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,21,207502613,CO-KUTCH-TSS4xx-810557-21,4,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,4,4,select-abcd,35,88,100,0,14,0,0.00m,N 038:54:35.660,W 103:57:45.660,rf4435d-713,S61V506912,rrh-cell,310,450,NVGNB_510557,10.224.0.115,1,0,0,0,0,,,,,,,,,,,,1,,usm1,810557,510557,0_0_0,Yes,Underpowered,79.62143411
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,22,207502614,CO-KUTCH-TSS4xx-810557-22,3,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,4,4,select-abcd,35,110,100,0,14,90,0.00m,N 038:54:35.660,W 103:57:45.660,rf4435d-713,S61V506918,rrh-cell,310,450,NVGNB_510557,10.224.0.115,1,1,0,1,0,,,,,,,,,,,,2,,usm1,810557,510557,0_0_1,Yes,Underpowered,79.62143411
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,23,207502615,CO-KUTCH-TSS4xx-810557-23,8,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,4,4,select-abcd,35,132,100,0,14,180,0.00m,N 038:54:35.660,W 103:57:45.660,rf4435d-713,S61V506913,rrh-cell,310,450,NVGNB_510557,10.224.0.115,1,2,0,2,0,,,,,,,,,,,,3,,usm1,810557,510557,0_0_2,Yes,Underpowered,79.62143411
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,31,207502623,CO-KUTCH-TSS4xx-810557-31,4,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,2,2,select-ab,35,88,100,0,14,0,0.00m,N 038:54:35.660,W 103:57:45.660,rf4494-661,S61V506385,rrh-cell,310,450,NVGNB_510557,10.224.0.115,0,0,1,0,0,,,,,,,,,,,,1,,usm1,810557,510557,0_1_0,,Underpowered,158.8656469
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,32,207502624,CO-KUTCH-TSS4xx-810557-32,3,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,2,2,select-cd,35,110,100,0,14,0,0.00m,N 038:54:35.660,W 103:57:45.660,rf4494-661,S61V506385,rrh-cell,310,450,NVGNB_510557,10.224.0.115,0,1,1,0,0,,,,,,,,,,,,2,,usm1,810557,510557,0_1_0,,Underpowered,158.8656469
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,33,207502625,CO-KUTCH-TSS4xx-810557-33,8,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,4,4,select-abcd,35,132,100,0,14,180,0.00m,N 038:54:35.660,W 103:57:45.660,rf4494-661,S61V506392,rrh-cell,310,450,NVGNB_510557,10.224.0.115,0,2,1,4,0,,,,,,,,,,,,3,,usm1,810557,510557,0_1_4,,Underpowered,79.43282347
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,41,207502633,CO-KUTCH-TSS4xx-810557-41,4,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,88,100,0,14,0,0.00m,N 038:54:35.660,W 103:57:45.660,rf4461d-132,S51V519707,rrh-cell,310,450,NVGNB_510557,10.224.0.115,0,0,2,8,0,,,,,,,,,,,,1,,usm1,810557,510557,0_2_8,,Underpowered,39.81071706
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,42,207502634,CO-KUTCH-TSS4xx-810557-42,3,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,110,100,0,14,90,0.00m,N 038:54:35.660,W 103:57:45.660,rf4461d-132,S51V519709,rrh-cell,310,450,NVGNB_510557,10.224.0.115,0,1,2,9,0,,,,,,,,,,,,2,,usm1,810557,510557,0_2_9,,Underpowered,39.81071706
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,43,207502635,CO-KUTCH-TSS4xx-810557-43,8,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,132,100,0,14,180,0.00m,N 038:54:35.660,W 103:57:45.660,rf4461d-132,S51V611383,rrh-cell,310,450,NVGNB_510557,10.224.0.115,0,2,2,10,0,,,,,,,,,,,,3,,usm1,810557,510557,0_2_10,,Underpowered,39.81071706
810557,CO-KUTCH,CO-KUTCH-TSS4xx-810557,eNB_810557,macro,v24_B_0-0230,connected,enabled,unlocked,44,207502636,CO-KUTCH-TSS4xx-810557-44,6,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,154,100,0,14,270,0.00m,N 038:54:35.660,W 103:57:45.660,rf4461d-132,S51V519708,rrh-cell,310,450,NVGNB_510557,10.224.0.115,0,3,2,11,0,,,,,,,,,,,,4,,usm1,810557,510557,0_2_11,,Underpowered,39.81071706
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,21,207503125,CO-BARREL_SPRINGS-TSS4xx-810559-21,29,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,2,2,select-ab,35,594,100,0,14,0,0.00m,N 038:38:21.360,W 103:20:14.860,rf4435d-713,S61V506906,rrh-cell,310,450,NVGNB_510559,10.224.0.35,1,0,0,0,0,,,,,,,,,,,,1,,usm1,810559,510559,0_0_0,Yes,Underpowered,159.2428682
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,22,207503126,CO-BARREL_SPRINGS-TSS4xx-810559-22,25,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,2,2,select-cd,35,616,100,0,14,0,0.00m,N 038:38:21.360,W 103:20:14.860,rf4435d-713,S61V506906,rrh-cell,310,450,NVGNB_510559,10.224.0.35,1,1,0,0,0,,,,,,,,,,,,2,,usm1,810559,510559,0_0_0,Yes,Underpowered,159.2428682
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,23,207503127,CO-BARREL_SPRINGS-TSS4xx-810559-23,32,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,2,2,select-ab,35,638,100,0,14,180,0.00m,N 038:38:21.360,W 103:20:14.860,rf4435d-713,S61V506922,rrh-cell,310,450,NVGNB_510559,10.224.0.35,1,2,0,2,0,,,,,,,,,,,,3,,usm1,810559,510559,0_0_2,Yes,Underpowered,159.2428682
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,24,207503128,CO-BARREL_SPRINGS-TSS4xx-810559-24,30,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,2,2,select-cd,35,660,100,0,14,180,0.00m,N 038:38:21.360,W 103:20:14.860,rf4435d-713,S61V506922,rrh-cell,310,450,NVGNB_510559,10.224.0.35,1,3,0,2,0,,,,,,,,,,,,4,,usm1,810559,510559,0_0_2,Yes,Underpowered,159.2428682
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,31,207503135,CO-BARREL_SPRINGS-TSS4xx-810559-31,29,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,2,2,select-ab,35,594,100,0,14,0,0.00m,N 038:38:21.360,W 103:20:14.860,rf4494-661,S61V506386,rrh-cell,310,450,NVGNB_510559,10.224.0.35,0,0,1,0,0,,,,,,,,,,,,1,,usm1,810559,510559,0_1_0,,Underpowered,158.8656469
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,32,207503136,CO-BARREL_SPRINGS-TSS4xx-810559-32,25,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,2,2,select-cd,35,616,100,0,14,0,0.00m,N 038:38:21.360,W 103:20:14.860,rf4494-661,S61V506386,rrh-cell,310,450,NVGNB_510559,10.224.0.35,0,1,1,0,0,,,,,,,,,,,,2,,usm1,810559,510559,0_1_0,,Underpowered,158.8656469
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,33,207503137,CO-BARREL_SPRINGS-TSS4xx-810559-33,32,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,2,2,select-ab,35,638,100,0,14,180,0.00m,N 038:38:21.360,W 103:20:14.860,rf4494-661,S61V506391,rrh-cell,310,450,NVGNB_510559,10.224.0.35,0,2,1,4,0,,,,,,,,,,,,3,,usm1,810559,510559,0_1_4,,Underpowered,158.8656469
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,34,207503138,CO-BARREL_SPRINGS-TSS4xx-810559-34,30,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,2,2,select-cd,35,660,100,0,14,180,0.00m,N 038:38:21.360,W 103:20:14.860,rf4494-661,S61V506391,rrh-cell,310,450,NVGNB_510559,10.224.0.35,0,3,1,4,0,,,,,,,,,,,,4,,usm1,810559,510559,0_1_4,,Underpowered,158.8656469
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,41,207503145,CO-BARREL_SPRINGS-TSS4xx-810559-41,29,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,594,100,0,14,0,0.00m,N 038:38:21.360,W 103:20:14.860,rf4461d-132,S51V519710,rrh-cell,310,450,NVGNB_510559,10.224.0.35,0,0,2,8,0,,,,,,,,,,,,1,,usm1,810559,510559,0_2_8,,Underpowered,39.81071706
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,42,207503146,CO-BARREL_SPRINGS-TSS4xx-810559-42,25,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,616,100,0,14,90,0.00m,N 038:38:21.360,W 103:20:14.860,rf4461d-132,S51V519705,rrh-cell,310,450,NVGNB_510559,10.224.0.35,0,1,2,9,0,,,,,,,,,,,,2,,usm1,810559,510559,0_2_9,,Underpowered,39.81071706
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,43,207503147,CO-BARREL_SPRINGS-TSS4xx-810559-43,32,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,638,100,0,14,180,0.00m,N 038:38:21.360,W 103:20:14.860,rf4461d-132,S51V519706,rrh-cell,310,450,NVGNB_510559,10.224.0.35,0,2,2,10,0,,,,,,,,,,,,3,,usm1,810559,510559,0_2_10,,Underpowered,39.81071706
810559,CO-BARREL_SPRINGS,CO-BARREL_SPRINGS-TSS4xx-810559,eNB_810559,macro,v24_B_0-0230,connected,enabled,unlocked,44,207503148,CO-BARREL_SPRINGS-TSS4xx-810559-44,30,unlocked,enabled,2459,20459,5,850mhz,10,460,fdd,4,4,select-efgh,35,660,100,0,14,270,0.00m,N 038:38:21.360,W 103:20:14.860,rf4461d-132,S51V519704,rrh-cell,310,450,NVGNB_510559,10.224.0.35,0,3,2,11,0,,,,,,,,,,,,4,,usm1,810559,510559,0_2_11,,Underpowered,39.81071706
810585,CO-RUSH,CO-RUSH-TSS4xx-810585,eNB_810585,macro,v24_B_0-0230,connected,enabled,unlocked,21,207509781,CO-RUSH-TSS4xx-810585-21,7,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,4,4,select-abcd,35,176,100,0,14,0,0.00m,N 038:35:40.000,W 103:59:58.000,rf4435d-713,S61V506917,rrh-cell,310,450,NVGNB_510585,10.224.0.163,1,0,0,0,0,,,,,,,,,,,,1,,usm1,810585,510585,0_0_0,Yes,Underpowered,79.62143411
810585,CO-RUSH,CO-RUSH-TSS4xx-810585,eNB_810585,macro,v24_B_0-0230,connected,enabled,unlocked,22,207509782,CO-RUSH-TSS4xx-810585-22,9,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,4,4,select-abcd,35,198,100,0,14,90,0.00m,N 038:35:40.000,W 103:59:58.000,rf4435d-713,S61V506910,rrh-cell,310,450,NVGNB_510585,10.224.0.163,1,1,0,1,0,,,,,,,,,,,,2,,usm1,810585,510585,0_0_1,Yes,Underpowered,79.62143411
810585,CO-RUSH,CO-RUSH-TSS4xx-810585,eNB_810585,macro,v24_B_0-0230,connected,enabled,unlocked,23,207509783,CO-RUSH-TSS4xx-810585-23,11,unlocked,enabled,5090,23090,12,700mhz,5,460,fdd,4,4,select-abcd,35,220,100,0,14,180,0.00m,N 038:35:40.000,W 103:59:58.000,rf4435d-713,S61V506921,rrh-cell,310,450,NVGNB_510585,10.224.0.163,1,2,0,2,0,,,,,,,,,,,,3,,usm1,810585,510585,0_0_2,Yes,Underpowered,79.62143411
810585,CO-RUSH,CO-RUSH-TSS4xx-810585,eNB_810585,macro,v24_B_0-0230,connected,enabled,unlocked,31,207509791,CO-RUSH-TSS4xx-810585-31,7,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,4,4,select-abcd,35,176,100,0,14,0,0.00m,N 038:35:40.000,W 103:59:58.000,rf4494-661,S61V506393,rrh-cell,310,450,NVGNB_510585,10.224.0.163,0,0,1,0,0,,,,,,,,,,,,1,,usm1,810585,510585,0_1_0,,Underpowered,79.43282347
810585,CO-RUSH,CO-RUSH-TSS4xx-810585,eNB_810585,macro,v24_B_0-0230,connected,enabled,unlocked,32,207509792,CO-RUSH-TSS4xx-810585-32,9,unlocked,enabled,66961,132497,66,2100mhz,15,490,fdd,4,4,select-abcd,35,198,100,0,14,90,0.00m,N 038:35:40.000,W 103:59:58.000,rf4494-661,S61V506384,rrh-cell,310,450,NVGNB_510585,10.224.0.163,0,1,1,2,0,,,,,,,,,,,,2,,usm1,810585,510585,0_1_2,,Underpowered,79.43282347
